file_path,dataset,modality,label_original,label_aurora,split,source_url,notes
1100011023.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011025.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011026.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011027.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011028.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011029.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011031.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011032.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011034.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011035.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011037.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011038.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011040.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011046.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011047.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011048.avi,DAiSEE,video,"B=1,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011049.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011050.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011051.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011052.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011053.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011054.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011055.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011056.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011057.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011058.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011059.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011060.avi,DAiSEE,video,"B=1,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011062.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011063.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011064.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011066.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011067.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011068.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011069.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011070.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011071.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011072.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011073.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011075.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011076.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011078.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011079.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011080.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011081.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011082.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100011083.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012001.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012003.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012007.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012008.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012009.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012010.avi,DAiSEE,video,"B=0,E=3,C=3,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012011.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012013.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012014.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012015.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012016.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012017.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012018.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012021.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012022.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012023.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012025.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012026.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012027.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012028.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012030.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012031.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012032.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012033.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012036.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012037.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012038.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012041.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012042.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012045.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012046.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012047.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012049.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012050.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012051.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012052.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012057.avi,DAiSEE,video,"B=1,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012059.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012060.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012061.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012062.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012063.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012064.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012065.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012066.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100012069.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021001.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021003.avi,DAiSEE,video,"B=0,E=1,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021015.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021038.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021039.avi,DAiSEE,video,"B=1,E=2,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021040.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021045.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021050.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100021055.avi,DAiSEE,video,"B=3,E=1,C=0,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022001.avi,DAiSEE,video,"B=2,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022002.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022003.avi,DAiSEE,video,"B=2,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022004.avi,DAiSEE,video,"B=2,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022005.avi,DAiSEE,video,"B=2,E=1,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022008.avi,DAiSEE,video,"B=2,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022009.avi,DAiSEE,video,"B=2,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022014.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022019.avi,DAiSEE,video,"B=1,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022020.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022021.avi,DAiSEE,video,"B=1,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022022.avi,DAiSEE,video,"B=3,E=2,C=0,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022026.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022027.avi,DAiSEE,video,"B=1,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022028.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022029.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022031.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022035.avi,DAiSEE,video,"B=0,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022038.avi,DAiSEE,video,"B=1,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022039.avi,DAiSEE,video,"B=1,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022045.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022046.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022047.avi,DAiSEE,video,"B=1,E=3,C=3,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022048.avi,DAiSEE,video,"B=0,E=2,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022049.avi,DAiSEE,video,"B=0,E=2,C=3,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022051.avi,DAiSEE,video,"B=0,E=3,C=3,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022052.avi,DAiSEE,video,"B=0,E=2,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022053.avi,DAiSEE,video,"B=0,E=2,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022054.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022055.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022056.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100022057.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041006.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041015.avi,DAiSEE,video,"B=2,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041016.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041017.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041018.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041021.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041022.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041023.avi,DAiSEE,video,"B=2,E=2,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041024.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041029.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041034.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041044.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041051.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100041052.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042009.avi,DAiSEE,video,"B=2,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042010.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042011.avi,DAiSEE,video,"B=2,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042017.avi,DAiSEE,video,"B=2,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042018.avi,DAiSEE,video,"B=0,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042019.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042020.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042023.avi,DAiSEE,video,"B=3,E=1,C=1,F=0",visual_discomfort,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042024.avi,DAiSEE,video,"B=2,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042025.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042026.avi,DAiSEE,video,"B=2,E=1,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042029.avi,DAiSEE,video,"B=0,E=3,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042030.avi,DAiSEE,video,"B=0,E=2,C=1,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042031.avi,DAiSEE,video,"B=2,E=3,C=2,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042034.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042040.avi,DAiSEE,video,"B=1,E=2,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
1100042041.avi,DAiSEE,video,"B=0,E=3,C=0,F=0",normal_or_low_risk,unknown,https://people.iith.ac.in/vineethnb/resources/daisee/,
